"Abandoned Camp","Abandoned Vehicle","Active Camp","Camp","Daily Activities","Individual","Matches Homeless/Encampment Filter","Mental Health Crisis","Neutral Presence","Transient Camp","Using Drugs","Vehicle","annotation_id","annotator","camp_sub","created_at","date","description","geometry","id","individual_sub","lead_time","overall","parent","record_id","updated_at","vehicle_sub"
False,False,False,True,False,True,True,False,False,False,False,False,87,"1","","2025-03-08T18:49:29.788684Z","2021-10-10 13:35:00","REF. NEIGHBORHOOD POLICE  /  ENV SERV DEPT. -   VACATION ISLE PARK. -  MISSION BAY. -  2800 INGRAHAM ST. -  RANGER HAS SPOKEN TO A WOMAN. -  TIDAY 2 CAUCASIAN WOMEN AND A BLACK MAN INSIDE. -  VIOLATION OF POSTED SIGNS  OVERNIGHT CAMPING PROHIBITED AND CA","POINT (-117.238446102 32.7710995190001)",587,"",24.991,"","",29148,"2025-03-08T18:49:29.788752Z",""
False,False,False,True,True,False,True,False,False,False,True,False,88,"1","Active Camp","2025-03-08T18:50:40.408912Z","2022-05-17 08:12:00","Homeless encampment increasing,  drug use, illegal dumping, unsafe for citizens to walk by","POINT (-117.156084414 32.748350035)",588,"Using Drugs",14.351,"Homeless","Camp",21041,"2025-03-08T18:50:40.408951Z",""
False,False,False,True,False,False,True,False,False,False,False,False,89,"1","","2025-03-08T18:50:47.038808Z","2022-07-22 12:37:00","Tents taking up entire sidewalk on laurel street under the I-5","POINT (-117.17055047 32.73046372)",589,"",4.039,"Homeless","Camp",33414,"2025-03-08T18:50:47.038834Z",""
False,False,False,True,False,False,True,False,False,False,False,False,90,"1","","2025-03-08T18:50:53.197070Z","2022-09-23 13:44:00","Trash and homeless encampment blocking public sidewalk access","POINT (-117.158295725 32.714803843)",590,"",3.585,"Homeless","Camp",42057,"2025-03-08T18:50:53.197099Z",""
False,False,False,True,False,False,True,False,False,False,False,False,91,"1","","2025-03-08T18:50:59.683201Z","2023-06-07 15:22:00+00:00","Homeless encampment","POINT (-117.0782079 32.7456743400601)",591,"",2.567,"Homeless","Camp",24819,"2025-03-08T18:50:59.683225Z",""
False,False,False,True,False,False,True,False,False,False,False,False,92,"1","","2025-03-08T18:51:06.829980Z","2022-04-25 03:15:00","Homeless camp","POINT (-117.118450937 32.7549117610001)",592,"",4.506,"Homeless","Camp",16206,"2025-03-08T18:51:06.830003Z",""
False,False,False,True,False,False,True,False,False,False,False,False,93,"1","Active Camp","2025-03-08T18:52:32.912626Z","2021-10-20 11:36:00","Large homeless camp, steeling items from home owners yards - please address.","POINT (-117.145746946 32.712700323)",593,"",5.17,"Homeless","Camp",31718,"2025-03-08T18:52:32.912654Z",""
False,False,False,True,False,False,True,False,False,True,False,False,94,"1","Transient Camp","2025-03-08T18:52:43.446564Z","2023-08-09 06:29:00+00:00","8th Street clear of Transient Encampments","POINT (-117.1574866 32.7149875471331)",594,"",6.153,"Homeless","Camp",36385,"2025-03-08T18:52:43.446602Z",""
False,False,False,True,False,True,True,False,False,False,True,False,95,"1","Active Camp","2025-03-08T18:53:03.157505Z","2023-09-03 21:59:00+00:00","Drug activity in this tent individual don?t want to leave a lot of trash blocking sidewalk","POINT (-117.1565003 32.7175635171074)",595,"Using Drugs",12.117,"Homeless","Camp",42478,"2025-03-08T18:53:03.157528Z",""
False,False,False,True,False,False,True,False,False,False,False,False,96,"1","","2025-03-08T18:53:21.467658Z","2021-11-14 12:16:00","Homeless sprawled to sidewalk again","POINT (-117.1540725 32.889100969)",596,"Neutral Presence",10.102,"Homeless","Individual",32424,"2025-03-08T18:53:21.467684Z",""
False,False,False,True,False,False,True,False,False,False,False,False,97,"1","","2025-03-08T18:53:27.688647Z","2021-07-26 10:01:00","Illegal encampment","POINT (-116.944141598 32.558137935)",597,"",3.161,"Homeless","Camp",20698,"2025-03-08T18:53:27.688673Z",""
False,False,True,True,False,True,True,False,False,False,False,False,98,"1","Active Camp","2025-03-08T18:53:50.837667Z","2023-11-01 02:48:00+00:00","There is a person experiencing homelessness who has set up camp behind a city electrical box on the sidewalk. It?s directly in front of 4950 Murphy Canyon Rd. but it?s on the sidewalk behind a large city utility box. I?ve circled the location in red on the Google map.","POINT (-117.1197669 32.8285134778993)",598,"",20.157,"Homeless","Camp",54100,"2025-03-08T18:53:50.837692Z",""
False,False,False,True,False,True,True,False,False,False,False,True,99,"1","","2025-03-08T18:54:25.464599Z","2022-03-25 12:30:00","Homeless person living in rv (residential area). They also have an additional vehicle with trailer they are living in (Gold Cadillac with black trailer). This person is rotating parking spots about once a week, same street corners.","POINT (-117.160461784 32.923703709)",599,"",31.593,"Homeless","Vehicle",13623,"2025-03-08T18:54:25.464624Z",""
False,False,False,True,False,False,True,False,False,False,False,False,100,"1","Active Camp","2025-03-08T18:54:34.190695Z","2020-05-11 15:12:00","Fire in homeless camp at 14th and j street.  Rp is sdfd.","POINT (-117.151922062 32.709372629)",600,"",5.26,"Homeless","Camp",6165,"2025-03-08T18:54:34.190746Z",""
False,False,False,True,False,False,True,False,False,False,False,False,101,"1","","2025-03-08T18:54:48.122144Z","2022-04-22 13:39:00","Homeless encampment","POINT (-117.158276806 32.714242517)",601,"",11.302,"Homeless","Camp",17812,"2025-03-08T18:54:48.122174Z",""
False,False,False,True,False,False,True,False,False,False,False,False,102,"1","","2025-03-08T18:54:53.378211Z","2021-04-18 06:43:00","Homeless encampment","POINT (-117.08281919 32.7930088410001)",602,"",2.51,"Homeless","Camp",10417,"2025-03-08T18:54:53.378292Z",""
False,False,False,True,False,False,True,False,False,False,False,False,103,"1","","2025-03-08T18:54:58.867759Z","2021-07-09 07:39:00","Multiple encampments.....","POINT (-117.146445662 32.7406865730001)",603,"",2.686,"Homeless","Camp",18813,"2025-03-08T18:54:58.867795Z",""
False,True,False,True,False,False,True,False,False,False,False,False,104,"1","Active Camp","2025-03-08T18:55:17.433649Z","2023-07-18 09:34:00+00:00","Trash covering the sidewalk on the west side of 62nd , the length of the Vons , btwn El Cajon & Acorn. There was a tent left in the street. There is a rope tied between two trees. At least six people are living here for the past week.","POINT (-117.0641615 32.7614775735443)",604,"",15.285,"Homeless","Camp",32918,"2025-03-08T18:55:17.433674Z",""
False,False,False,True,False,False,True,False,False,False,False,False,105,"1","","2025-03-08T18:55:23.595472Z","2023-06-18 18:13:00+00:00","Homeless encapment","POINT (-117.1553401 32.7204772327527)",605,"",3.411,"Homeless","Camp",27946,"2025-03-08T18:55:23.595494Z",""
False,False,False,True,True,False,True,False,True,False,False,False,106,"1","Active Camp","2025-03-08T18:56:19.623354Z","2022-09-07 23:32:00","Homeless over several weeks F St, 7th St, 8th & E St  - feces, urine, trash, people sleeping on the sidewalk with tents, fighting and yelling. Our employees and guests find these areas disgusting and scary to walk during daylight hours yet alone evenings","POINT (-117.158301435 32.714232721)",606,"",53.044,"Homeless","Camp",41955,"2025-03-08T18:56:19.623416Z",""
False,False,False,True,False,False,True,False,False,False,False,False,107,"1","","2025-03-08T18:56:26.207873Z","2023-05-01 14:03:00+00:00","Encampment, blocking sidewalk","POINT (-117.1479138 32.711458752029)",607,"",3.644,"Homeless","Camp",18639,"2025-03-08T18:56:26.207898Z",""
False,False,False,True,False,False,True,False,False,False,False,False,108,"1","","2025-03-08T18:56:32.034175Z","2019-04-19 08:11:00","Encampment","POINT (-117.14896 32.7494159)",608,"",2.79,"Homeless","Camp",140,"2025-03-08T18:56:32.034201Z",""
False,False,False,True,False,False,True,False,False,False,False,False,109,"1","","2025-03-08T18:56:39.109900Z","2022-08-31 07:51:00","Homeless encampment fire.  Fire has been extinguished.  Rp is SDFD.","POINT (-117.115762121 32.7163999750001)",609,"",3.192,"Homeless","Camp",39798,"2025-03-08T18:56:39.109923Z",""
False,False,False,True,False,False,True,False,False,False,False,False,110,"1","","2025-03-08T18:56:45.420381Z","2023-07-06 14:35:00+00:00","Homeless encampment","POINT (-117.0600229 32.7365443167108)",610,"",2.872,"Homeless","Camp",30655,"2025-03-08T18:56:45.420404Z",""
False,False,False,True,False,False,True,False,False,False,False,False,111,"1","","2025-03-08T18:56:53.406182Z","2022-05-23 20:10:00","Homeless encampment   Please clear asap before this gets completely out of hand  thank you","POINT (-117.17955 32.738341667)",611,"",3.533,"Homeless","Camp",23295,"2025-03-08T18:56:53.406206Z",""
False,False,True,True,False,False,True,False,True,False,False,False,112,"1","","2025-03-08T18:57:08.675994Z","2020-06-28 16:34:00","There is an ongoing problem with the homeless living on Menlo Ave. just south of El Cajon. Their are several people living in their cars and on the sidewalks around the Vietnamese grocery store. There is trash everywhere, this is a constant issue.","POINT (-117.094365161 32.7551742740001)",612,"",11.766,"Homeless","Vehicle",10776,"2025-03-08T18:57:08.676019Z",""
False,False,False,True,False,False,True,False,False,False,False,False,113,"1","Active Camp","2025-03-08T18:57:28.443334Z","2020-10-20 11:24:00","Homeless Encampment at South shore Park in bathroom stall number four since 9:00 a.m. this morning","POINT (-117.21850354 32.7641089200001)",613,"",16.779,"Homeless","Camp",21820,"2025-03-08T18:57:28.443357Z",""
False,False,False,True,False,False,True,False,False,False,False,False,114,"1","Active Camp","2025-03-08T18:57:36.549932Z","2022-03-19 07:22:00","Campers have returned","POINT (-117.164419739 32.709376557)",614,"",5.243,"Homeless","Camp",13786,"2025-03-08T18:57:36.549960Z",""
False,False,False,True,False,False,True,False,False,False,False,False,115,"1","","2025-03-08T18:57:42.438431Z","2023-09-17 21:14:00+00:00","Encampments","POINT (-117.1551656 32.7125576718094)",615,"",2.642,"Homeless","Camp",45904,"2025-03-08T18:57:42.438455Z",""
False,False,False,True,False,False,True,False,False,False,True,False,116,"1","Transient Camp","2025-03-08T18:58:00.370906Z","2021-03-31 08:24:00","Drug/homeless encampment. Few transients smoking crack.","POINT (-117.211632393 32.753932997)",616,"Using Drugs",14.502,"Homeless","Individual",8713,"2025-03-08T18:58:00.370957Z",""
False,False,True,True,False,False,True,False,False,False,False,False,117,"1","","2025-03-08T18:58:58.778071Z","2023-08-10 18:07:00+00:00","There has been a family of four and others from time to time in our parking lot. We first saw them during the week of June 19th. They had a bad tire and said that as soon as they got it repaired, they would be leaving. They have told me a similar kind of story three more times since then. Latest was yesterday. They have a u-haul trailer filled with belongings and it keeps growing. There is another one or two people that have joined them. They have set up camp in a corner of our parking lot. That corner is filled with trash now. We have a preschool located in our building and we are concerned about the children.","POINT (-117.1313928 32.896153)",617,"",55.337,"Homeless","Vehicle",37917,"2025-03-08T18:58:58.778100Z",""
False,False,True,True,False,False,True,False,True,False,False,True,118,"1","","2025-03-08T18:59:15.692890Z","2022-08-06 06:04:00","There has been a camper parked at the park for several weeks. There are at least two small children present .  They have been lighting open fires that are big enough to be visible from several hundred feet away. I am concerned about the children?s welfar","POINT (-117.112374043 32.7141568390001)",618,"",13.827,"Homeless","Vehicle",35763,"2025-03-08T18:59:15.692950Z",""
False,False,False,True,True,True,True,False,False,True,False,False,119,"1","Transient Camp","2025-03-08T18:59:30.636974Z","2023-09-22 06:54:00+00:00","Encampment please offer shelter I've seen this person here moved several times so he must have been cited by now please help thank you","POINT (-117.0613858 32.7643327742827)",619,"",10.354,"Homeless","Camp",46663,"2025-03-08T18:59:30.637005Z",""
False,False,False,True,False,False,True,False,False,False,False,False,120,"1","","2025-03-08T18:59:36.903584Z","2022-08-21 12:53:00","Encampment","POINT (-117.2280604 32.796591596)",620,"",3.264,"Homeless","Camp",38945,"2025-03-08T18:59:36.903635Z",""
False,False,False,True,False,False,True,False,False,False,False,False,121,"1","","2025-03-08T18:59:43.068836Z","2022-10-05 08:47:00","Homeless encampment - marked with pink flagging","POINT (-117.062583333 32.555683333)",621,"",2.823,"Homeless","Camp",44968,"2025-03-08T18:59:43.068859Z",""
False,False,False,True,False,False,True,False,False,False,False,False,122,"1","","2025-03-08T19:00:05.423774Z","2021-08-27 12:48:00","Encampment and cart of stuff next to New Palace Hotel. Please relocate to shelter or out of the neighborhood. I believe this hotel has a no loitering sign posted.","POINT (-117.160396715 32.724103681)",622,"",17.322,"Homeless","Camp",24675,"2025-03-08T19:00:05.423799Z",""
False,False,False,True,False,False,True,False,False,False,False,False,123,"1","","2025-03-08T19:00:15.570359Z","2023-10-10 15:50:00+00:00","Homeless encampment (at least 2 tents/tarps) adjacent to Southeast Corner of Parking Lot of Pilgrim Progressive Baptist Church, 4995 A St. SanDiego 92102","POINT (-117.0872381 32.7182786365724)",623,"",6.867,"Homeless","Camp",50251,"2025-03-08T19:00:15.570386Z",""
False,False,False,True,False,False,True,False,False,False,False,False,124,"1","","2025-03-08T19:00:21.527769Z","2023-08-28 11:05:00+00:00","Homeless encampment","POINT (-117.1577342 32.7136362956666)",624,"",2.979,"Homeless","Camp",41651,"2025-03-08T19:00:21.527795Z",""
False,False,False,True,False,False,True,False,False,False,False,False,125,"1","","2025-03-08T19:00:31.373508Z","2021-10-29 12:40:00","Homeless trailer on Rickert Road with garbage accumulating on street and sidewalk","POINT (-117.127035186 32.9158309690001)",625,"",6.773,"Homeless","Vehicle",30140,"2025-03-08T19:00:31.373534Z",""
False,False,False,True,False,False,True,False,False,False,False,False,126,"1","","2025-03-08T19:00:43.109299Z","2021-07-12 07:49:00","Encampments around unfinished comfort station.","POINT (-117.159100135 32.7397830790001)",626,"",7.961,"Homeless","Camp",21674,"2025-03-08T19:00:43.109325Z",""
False,False,False,True,False,False,True,False,False,False,False,False,127,"1","","2025-03-08T19:00:53.040474Z","2023-01-23 15:00:00+00:00","Homeless encampments","POINT (-117.1493778 32.7102229035236)",627,"",5.71,"Homeless","Camp",3384,"2025-03-08T19:00:53.040498Z",""
False,False,True,True,False,False,True,False,True,False,True,False,128,"1","Transient Camp","2025-03-08T19:01:24.818255Z","2023-01-06 17:32:00+00:00","Two illegally inhabited vehicles ALWAYS parked in that parking lot with transients living IN THEM, gathering junk piles beside them, and using stolen bikes and drugs there!  For THREE MONTHS NOW!  Those transients host an all night bonfire every night on that beach behind the restroom. A few live on that beach in tents as well.","POINT (-117.2084298 32.7846117439256)",628,"Using Drugs",18.739,"Homeless","Vehicle",626,"2025-03-08T19:01:24.818281Z",""
False,False,False,True,False,False,True,False,False,False,False,False,129,"1","","2025-03-08T19:01:31.891570Z","2021-02-11 12:40:00","Encampment on lifeguard tower","POINT (-117.25583667 32.7944716700001)",629,"",3.97,"Homeless","Camp",4827,"2025-03-08T19:01:31.891594Z",""
True,True,False,True,True,False,True,False,False,True,False,True,130,"1","","2025-03-08T19:01:43.187076Z","2023-08-23 23:56:00+00:00","Abandoned car.  Parked outside our house for almost 2 weeks.  It seems when the encampments and car camping were removed from National Ave and Commercial St, they moved a few blocks down onto Sigsbee St. This is a residential street.  At least down on National Ave they were in front of vacant lots.  Please help.","POINT (-117.1478153 32.7035669227001)",630,"",7.485,"Homeless","Vehicle",40678,"2025-03-08T19:01:43.187100Z","Abandoned Vehicle"
False,False,False,True,False,False,True,False,False,False,False,False,131,"1","","2025-03-08T19:01:49.244643Z","2021-05-18 13:36:00","Homeless encampment- filthy","POINT (-117.160191751 32.7234109990001)",631,"",3.135,"Homeless","Camp",15166,"2025-03-08T19:01:49.244669Z",""
False,False,False,True,False,False,True,False,False,False,False,False,132,"1","","2025-03-08T19:01:55.462289Z","2022-05-25 12:53:00","Encampment","POINT (-117.060103007 32.765314184)",632,"",2.972,"Homeless","Camp",22475,"2025-03-08T19:01:55.462317Z",""
False,False,False,True,False,False,True,False,False,False,False,False,133,"1","","2025-03-08T19:02:03.003118Z","2022-08-29 08:12:00","Encampments on private office property","POINT (-117.215959359 32.7577026590001)",633,"",2.9,"Homeless","Camp",38310,"2025-03-08T19:02:03.003142Z",""
False,False,False,True,False,False,True,False,False,False,False,False,134,"1","","2025-03-08T19:02:52.004750Z","2023-11-16 05:22:00+00:00","This is ridiculous. The homeless are destroying the front of my business/building @ 1000 Broadway Luckys Tattoo Parlor","POINT (-117.155465 32.7158390178059)",634,"",12.993,"Homeless","",57446,"2025-03-08T19:02:52.004786Z",""
False,False,False,True,False,False,True,False,False,False,False,False,135,"1","","2025-03-08T19:02:58.630075Z","2022-08-23 18:46:00","Homeless encampment","POINT (-117.122399323 32.749389251)",635,"",3.171,"Homeless","Camp",39238,"2025-03-08T19:02:58.630104Z",""
False,False,False,True,False,False,True,False,False,False,False,False,136,"1","","2025-03-08T19:03:05.615466Z","2022-01-14 10:03:00","Homeless tents on 14th from K St to Imperial","POINT (-117.151873168 32.707361593)",636,"",3.548,"Homeless","Camp",2650,"2025-03-08T19:03:05.615495Z",""
False,False,False,True,False,False,True,False,False,False,False,False,137,"1","","2025-03-08T19:03:11.504267Z","2023-07-25 23:43:00+00:00","Homeless","POINT (-117.092668 32.5841905587247)",637,"",2.711,"Homeless","",33736,"2025-03-08T19:03:11.504295Z",""
False,False,False,True,False,False,True,False,False,False,False,False,138,"1","Active Camp","2025-03-08T19:03:19.637256Z","2020-04-24 15:56:00","Large group of homeless setting up camp next to Salva Adult Center. Tents, chopped bikes, shopping carts","POINT (-117.060288 32.7535260000001)",638,"",3.823,"Homeless","Camp",7394,"2025-03-08T19:03:19.637282Z",""
False,False,False,True,False,False,True,False,False,False,False,False,139,"1","","2025-03-08T19:03:29.081190Z","2023-07-19 15:50:00+00:00","Homeless","POINT (-117.1590059 32.7237675845333)",639,"",3.155,"Homeless","",32972,"2025-03-08T19:03:29.081216Z",""
False,False,True,True,False,False,True,False,False,False,False,False,140,"1","Active Camp","2025-03-08T19:03:41.090785Z","2020-01-11 11:05:00","Active homeless encampments in Balboa Park with debris/trash. 6th Ave near Ivy","POINT (-117.159286167 32.7282250000001)",640,"",5.878,"Homeless","Camp",1626,"2025-03-08T19:03:41.090808Z",""
False,False,False,True,False,False,True,False,False,False,False,True,141,"1","","2025-03-08T19:03:48.271523Z","2021-09-02 14:58:00","HOMELESS RV MOTORHOME CAMP HERE AGAIN SOMEONE PICKED THE SPOT TO MAKE THEMSELVES AT HOME FOR 2 WEEKS NOW","POINT (-117.125995256 32.773299224)",641,"",3.611,"Homeless","Vehicle",27024,"2025-03-08T19:03:48.271548Z",""
False,False,False,True,False,False,True,False,False,False,False,False,142,"1","","2025-03-08T19:03:54.920862Z","2023-11-13 23:34:00+00:00","Encampments","POINT (-117.1581135 32.7135460068293)",642,"",3.232,"Homeless","Camp",56774,"2025-03-08T19:03:54.920891Z",""
False,False,False,True,False,True,True,False,False,False,False,False,143,"1","","2025-03-08T19:04:12.998578Z","2022-06-04 10:45:00","Naked homeless man pants keep dropping 70th at and El Cajon Blvd","POINT (-117.047241667 32.7686166670001)",643,"Mental Health Crisis",13.595,"Homeless","Individual",24360,"2025-03-08T19:04:12.998600Z",""
False,False,False,True,False,False,True,False,False,False,False,False,144,"1","","2025-03-08T19:04:20.795505Z","2019-09-24 17:51:00","Campsite in alley between First, Third, Robinson, and University","POINT (-117.163345085 32.747056188)",644,"",4.683,"Homeless","Camp",2245,"2025-03-08T19:04:20.795531Z",""
False,False,False,True,False,False,True,False,False,False,False,False,145,"1","","2025-03-08T19:04:33.567478Z","2022-06-08 07:28:00","Homless Camp blocking sidewalk B of A parking lot","POINT (-117.05057094 32.7685554)",645,"",8.515,"Homeless","Camp",25317,"2025-03-08T19:04:33.567514Z",""
False,False,False,True,False,False,True,False,False,False,False,False,146,"1","","2025-03-08T19:04:40.526760Z","2023-03-04 04:45:00+00:00","Homeless encampment","POINT (-117.1585385 32.7103421655259)",646,"",3.717,"Homeless","Camp",8096,"2025-03-08T19:04:40.526790Z",""
False,False,False,True,False,False,True,False,False,False,False,False,147,"1","","2025-03-08T19:04:47.524130Z","2023-10-13 17:51:00+00:00","Homeless encampment in roadway","POINT (-117.1519472 32.7064866666666)",647,"",3.009,"Homeless","Camp",50045,"2025-03-08T19:04:47.524153Z",""
False,False,False,True,True,False,True,False,False,False,False,False,148,"1","Active Camp","2025-03-08T19:05:16.128539Z","2022-03-23 14:34:00","People are camping right in front of the Gate at the center after we close and don't want to move making it difficult to let people in when we open and they are leaving all manner of trash behind that we have to clean sometimes before we can let people i","POINT (-117.1483048 32.7078311000001)",648,"",23.897,"Homeless","Camp",13782,"2025-03-08T19:05:16.128578Z",""
False,False,False,True,False,False,True,False,False,True,False,False,149,"1","Transient Camp","2025-03-08T19:05:23.352523Z","2022-06-08 13:26:00","Transient camp","POINT (-117.120680045 32.786920556)",649,"",3.781,"Homeless","Camp",25640,"2025-03-08T19:05:23.352547Z",""
False,False,False,True,False,False,True,False,False,False,False,False,150,"1","","2025-03-08T19:05:40.082886Z","2020-04-20 16:37:00","homeless living behind address creating lots of trash and debris","POINT (-117.10566 32.69219)",650,"",12.562,"Homeless","",5567,"2025-03-08T19:05:40.082910Z",""
True,True,False,True,False,False,True,False,False,False,False,False,151,"1","Abandoned Camp","2025-03-08T19:05:53.235118Z","2020-10-09 09:51:00","Unattended property left by individuals who camped on the southside of G St. between 9th and 10th. Items have been here for more than a month","POINT (-117.155916039 32.712419964)",651,"",9.803,"Homeless","Camp",20501,"2025-03-08T19:05:53.235153Z",""
False,False,False,True,False,False,True,False,False,False,False,False,152,"1","","2025-03-08T19:06:16.137392Z","2023-09-11 14:40:00+00:00","ONE BLOCK FROM SCHOOL Sidewalk was clear for less than two days. Completely blocked by homeless trash and structures","POINT (-117.1528065 32.7164277282846)",652,"",19.514,"Homeless","Camp",43133,"2025-03-08T19:06:16.137420Z",""
False,False,False,True,False,False,True,False,False,False,False,False,153,"1","","2025-03-08T19:06:34.472797Z","2023-03-24 23:27:00+00:00","Do you think new york city would ever allow their big public library to look like a homeless camp. No they would not. They fact that our Central Library is  allowed to look like one is a travesty.","POINT (-117.154098 32.7089954491289)",653,"",17.786,"Homeless","",12080,"2025-03-08T19:06:48.607029Z",""
False,False,False,True,False,False,True,False,False,False,False,False,154,"1","","2025-03-08T19:06:42.192236Z","2023-11-08 03:14:00+00:00","Encampment","POINT (-117.1518376 32.7085237326391)",654,"",3.747,"Homeless","Camp",55762,"2025-03-08T19:06:42.192279Z",""
False,False,False,True,False,False,True,False,False,False,False,False,155,"1","","2025-03-08T19:06:55.469982Z","2023-11-14 05:30:00+00:00","Anothet encampment with animals","POINT (-117.1574561 32.7159875544263)",655,"",3.167,"Homeless","Camp",56753,"2025-03-08T19:06:55.470008Z",""
False,False,False,True,False,False,True,False,False,True,False,False,156,"1","Active Camp","2025-03-08T19:07:15.643256Z","2022-06-28 13:48:00","Homeless encampment still remains in the same location. Multiple transient occupants also continue to roam the alley at odd hours of the night and early morning waking up my kids and my dog. They continue to bring trash and other random items to their en","POINT (-117.111653052 32.684946843)",656,"",15.237,"Homeless","Camp",29920,"2025-03-08T19:07:15.643279Z",""
False,False,False,True,False,False,True,False,False,False,False,False,157,"1","","2025-03-08T19:07:21.769344Z","2023-06-21 21:41:00+00:00","Encampments on 753 15th St San Diego, CA  92101 United States","POINT (-117.150362 32.7131864929484)",657,"",2.822,"Homeless","Camp",27010,"2025-03-08T19:07:21.769369Z",""
False,False,False,True,True,False,True,False,True,False,False,False,158,"1","","2025-03-08T19:07:54.041656Z","2023-06-21 18:26:00+00:00","10th and 11th Aves. between Broadway and C St. blocked by tents and a couple people sitting on the sidewalk making it necessary to walk in the street. I use a walker (rollator) so it's twice as difficult. The only reason I complain is that I live at San Diego Square, 1055 9th Ave and should be able to enter the property from gates on 10th Ave as well as walking around the block to the main entrance.","POINT (-117.1555876 32.7165353769658)",658,"Neutral Presence",28.187,"Homeless","Individual",27820,"2025-03-08T19:07:54.041683Z",""
False,False,False,True,False,False,True,False,False,False,False,False,159,"1","","2025-03-08T19:08:00.273365Z","2021-08-25 13:12:00","homeless encampment fire.  RP is SDFD/ near tree","POINT (-117.132971174 32.712057993)",659,"",2.86,"Homeless","Camp",24457,"2025-03-08T19:08:00.273393Z",""
False,False,False,True,False,False,True,False,False,False,False,False,160,"1","","2025-03-08T19:08:14.507576Z","2022-06-07 17:33:00","Homeless/unsheltered","POINT (-117.13072557 32.700109105)",660,"",9.984,"Homeless","",24983,"2025-03-08T19:08:14.507599Z",""
False,False,False,True,False,False,True,False,False,False,False,False,161,"1","","2025-03-08T19:08:21.112970Z","2022-02-04 14:54:00","Encampment in front of union bank","POINT (-117.067891848 32.761192087)",661,"",2.913,"Homeless","Camp",6435,"2025-03-08T19:08:21.112999Z",""
False,False,False,True,False,True,True,False,True,False,False,False,162,"1","","2025-03-08T19:08:44.770936Z","2022-08-10 14:25:00","homeless lady black refuses to leave our patio  of the restaurant she is harassing my customers and pedestrians","POINT (-117.1605508 32.7336723)",662,"",19.869,"Homeless","Individual",37515,"2025-03-08T19:08:44.770962Z",""
False,False,False,True,False,False,True,False,False,False,False,False,163,"1","Active Camp","2025-03-08T19:08:56.284601Z","2021-12-21 14:21:00","Homeless living in enclosed pop up on boardwalk","POINT (-117.252708844 32.769053865)",663,"",7.655,"Homeless","Camp",36250,"2025-03-08T19:08:56.284626Z",""
False,False,False,True,False,False,True,False,False,False,False,False,164,"1","","2025-03-08T19:09:05.302175Z","2023-05-26 20:44:00+00:00","Homeless Encampment inside broken fenced area","POINT (-117.1997945 32.7604955573034)",664,"",4.825,"Homeless","Camp",23447,"2025-03-08T19:09:05.302199Z",""
False,False,False,True,False,False,True,False,False,False,False,False,165,"1","Active Camp","2025-03-08T19:09:12.976509Z","2022-01-26 09:39:00","Homeless encampment with fire.  Fire has been extinguished.  RP is SDFD.  No better location provided.","POINT (-117.1847886 32.8423304)",665,"",6.165,"Homeless","Camp",5715,"2025-03-08T19:09:40.889613Z",""
False,False,False,True,False,False,True,False,False,False,False,False,166,"1","","2025-03-08T19:09:27.564183Z","2023-02-15 12:44:00+00:00","Encampments , 2nd street bridge, both sides North of Cedar","POINT (-117.1621513 32.7226348154364)",666,"",11.156,"Homeless","Camp",6266,"2025-03-08T19:09:27.564268Z",""
False,False,False,True,False,False,True,False,False,False,False,False,167,"1","","2025-03-08T19:09:34.272038Z","2021-10-04 07:41:00","Encampment","POINT (-117.252926237 32.769471046)",667,"",3.226,"Homeless","Camp",28359,"2025-03-08T19:09:34.272070Z",""
False,False,False,True,False,False,True,False,False,False,False,False,168,"1","Active Camp","2025-03-08T19:09:50.137470Z","2020-11-26 14:06:00","Under bridge.  Homeless encampment fire.    Rp is sdfd.","POINT (-117.114056982 32.788401687)",668,"",5.515,"Homeless","Camp",24657,"2025-03-08T19:09:50.137495Z",""
False,False,False,True,False,False,True,False,False,False,False,True,169,"1","","2025-03-08T19:09:57.666840Z","2020-10-14 08:31:00","RV Encampment with sidewalk blocked","POINT (-117.22959582 32.7381952600001)",669,"",3.498,"Homeless","Vehicle",20936,"2025-03-08T19:09:57.666881Z",""
False,False,True,True,False,False,True,False,False,False,False,True,170,"1","","2025-03-08T19:10:16.517157Z","2020-11-30 12:03:00","Reported issue on 11/20/2020 Report Number 03150199 was informed enforcement action was taken. Vehicle is still parked there and occupied nothing seemed to have changed in the past 10 days going on over three weeks of encampment in motorhome","POINT (-117.205548661 32.787091065)",670,"",14.747,"Homeless","Vehicle",25160,"2025-03-08T19:10:16.517184Z",""
False,False,False,True,False,False,True,False,True,False,False,True,171,"1","","2025-03-08T19:10:36.208835Z","2022-03-06 12:04:00","Unofficial homeless outreach operated from car in No Parking zone.The car owner/driver has dumped a large number of items alongside the street and sidewalk. This also occurred on Thursday (March 3) and lasted for 5 hours. People are forced to stand in th","POINT (-117.153353984 32.708307415)",671,"",15.788,"Homeless","Vehicle",10869,"2025-03-08T19:10:36.208859Z",""
False,False,True,True,False,False,True,False,False,False,False,False,172,"1","Active Camp","2025-03-08T19:10:43.393859Z","2023-08-18 02:56:00+00:00","Please clear the three MASSIVE encampments that have occupied this neighborhood for the past year!!","POINT (-117.1525421 32.7147416452635)",672,"",3.627,"Homeless","Camp",39581,"2025-03-08T19:10:43.393883Z",""
