x,y,service_request_id,service_request_parent_id,sap_notification_number,date_requested,case_age_days,case_record_type,service_name,service_name_detail,date_closed,status,lat,lng,street_address,zipcode,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,iamfloc,floc,public_description,ObjectId
-117.206792,32.74946398,4607036,,,2024/01/31 14:03:00+00,3,Neighborhood Policing,Encampment,,2024/02/03,Closed,32.74946398,-117.206792,3364 Rosecrans Street,92110,2,14,Midway-Pacific Highway,,Mobile,,SS-023537-PV1,SS-023537-PV1,Loitering,6504
-117.0676858,32.7485472,4604257,,,2024/01/29 21:00:00+00,35,ESD Complaint/Report,Encampment,,2024/03/04,Closed,32.7485472,-117.0676858,"5980 Dandridge Ln, San Diego, CA 92115",92115,9,57,Mid-City:Eastern Area,,Web,,,,Police came and cleared out the homeless and their trash? a couple weeks ago and now they are starting to come back. Attached is a video of the 2 men. 1 white male and 1 Hispanic male who keep bringing grocery carts with them and leaving them all over the property. They mainly stroll with a target cart. They now go behind the trees on the right hand side when going down and back up the private communities hill on a trail to hide themselves from the public.,6505
-117.103713,32.8297956,4611219,,,2024/02/02 22:31:00+00,3,Neighborhood Policing,Encampment,,2024/02/05,Closed,32.8297956,-117.103713,"10496 Clairemont Mesa Blvd, San Diego, CA 92124, USA",92124,7,47,Tierrasanta,,Web,,SS-007310-PV1,SS-007310-PV1,Someone on Fentanyl or something at the circle K. Homeless   By the disabled parking sign.,6506
-117.1224965,32.80837407,4605641,,,2024/01/30 17:22:00+00,1,Neighborhood Policing,Encampment,,2024/01/31,Closed,32.80837407,-117.1224965,9530?9576 Aero Dr,92123,7,50,Kearny Mesa,,Mobile,,SS-001853-PV1,SS-001853-PV1,Homeless women needs assistance. She has been living at this bus stop for a few days. She even has a mattress that she tucks under bus bench.,6507
-117.1574461,32.71529885,4610429,4610419,,2024/02/02 16:47:00+00,0,ESD Complaint/Report,Encampment,,2024/02/02,Closed,32.71529885,-117.1574461,956?972 Eighth Ave,92101,3,4,Downtown,,Mobile,,SS-000268-PV1,SS-000268-PV1,Encampments,6508
-117.1574192,32.71541063,4610439,4606370,,2024/02/02 16:48:00+00,0,ESD Complaint/Report,Encampment,,2024/02/02,Closed,32.71541063,-117.1574192,957?973 Eighth Ave,92101,3,4,Downtown,,Mobile,,SS-000268-PV1,SS-000268-PV1,Encampments,6509
-117.2114854,32.75011918,4610469,,,2024/02/02 16:54:00+00,1,Neighborhood Policing,Encampment,,2024/02/03,Closed,32.75011918,-117.2114854,"Unnamed Road, San Diego, CA 92110, USA",92110,2,14,Midway-Pacific Highway,,Web,,SS-018265-PV1,SS-018265-PV1,A person is lying in front of the business downstairs.,6510
-117.1619435,32.72031132,4607037,4601584,,2024/01/31 14:04:00+00,7,ESD Complaint/Report,Encampment,,2024/02/07,Closed,32.72031132,-117.1619435,1401 Third Ave,92101,3,4,Downtown,,Mobile,,SS-000091-PV1,SS-000091-PV1,Homeless encampment on 3rd Ave between beech and ash st. Drug activity. Transients aren?t compliant.,6511
-117.15737,32.71539686,4610495,4606370,,2024/02/02 17:04:00+00,0,ESD Complaint/Report,Encampment,,2024/02/02,Closed,32.71539686,-117.15737,965 Eighth Avenue,92101,3,4,Downtown,,Mobile,,SS-000268-PV1,SS-000268-PV1,Encampment activity,6512
-117.1522624,32.912017,4604266,4606633,,2024/01/29 21:08:00+00,10,ESD Complaint/Report,Encampment,,2024/02/08,Closed,32.912017,-117.1522624,"7898 Mira Mesa Blvd, San Diego, CA 92126, USA",92126,6,15,Mira Mesa,,Web,,SS-018936-PV1,SS-018936-PV1,There is a tent structure on the south side of Mira Mesa Blvd between Reagan and Parkdale.  There are also a couple of camping spots setup on the north side of Mira Mesa Blvd behind the bushes that line the street.  There is also trash in the north side camps that is falling onto the sidewalks.,6513
-117.1495175,32.71346265,4611227,4611208,,2024/02/02 22:39:00+00,3,ESD Complaint/Report,Encampment,,2024/02/05,Closed,32.71346265,-117.1495175,740 16th St,92101,3,4,Downtown,,Mobile,,SS-000418-PV1,SS-000418-PV1,Encampment on the sidewalk.,6514
-117.0388539,32.54991427,4608482,,,2024/01/31 23:39:00+00,13,Neighborhood Policing,Encampment,,2024/02/13,Closed,32.54991427,-117.0388539,4522?4530 Border Village Rd,92173,8,33,San Ysidro,,Mobile,,SS-004597-PV1,SS-004597-PV1,72 hr violation,6515
-117.1813169,32.75837764,4605645,,,2024/01/30 17:24:00+00,16,ESD Complaint/Report,Encampment,,2024/02/15,Closed,32.75837764,-117.1813169,"2129-2001 Hotel Cir S, San Diego, CA 92108, USA",92108,3,19,Mission Valley,,Web,,,,Encampment on hotel property just north of the parking lot fence. Campers are leaving garbage on the property and coming into the hotel to steal breakfast.,6516
-117.1566342,32.71475223,4608484,,,2024/01/31 23:40:00+00,5,Neighborhood Policing,Encampment,,2024/02/05,Closed,32.71475223,-117.1566342,820 E St,92101,3,4,Downtown,,Mobile,,SS-009657-PV1,SS-009657-PV1,Encampments,6517
-117.149416,32.71328324,4608490,4602169,,2024/01/31 23:42:00+00,2,Neighborhood Policing,Encampment,,2024/02/02,Closed,32.71328324,-117.149416,32.71 N 117.15 W,92101,3,4,Downtown,,Mobile,,SS-000418-PV1,SS-000418-PV1,Encampments blocking sidewalk access and making a mess.,6518
-117.2535777,32.74712205,4605656,4594956,,2024/01/30 17:26:00+00,24,ESD Complaint/Report,Encampment,,2024/02/23,Closed,32.74712205,-117.2535777,Ocean Beach Pier,92107,2,23,Ocean Beach,,Mobile,,SS-019893-PV1,SS-019893-PV1,"Homeless encampment, Victor Homeless encampment, Victor",6519
-117.1629463,32.72294696,4611228,,,2024/02/02 22:39:00+00,6,ESD Complaint/Report,Encampment,,2024/02/08,Closed,32.72294696,-117.1629463,"1625 2nd Ave, ,  92101",92101,3,4,Downtown,,Mobile,,SS-000063-PV1,SS-000063-PV1,Homeless encampments,6520
-117.0773634,32.74554462,4608509,4593639,,2024/01/31 23:47:00+00,15,ESD Complaint/Report,Encampment,,2024/02/15,Closed,32.74554462,-117.0773634,"5453 Lea St, San Diego, CA 92105",92105,9,57,Mid-City:Eastern Area,,Mobile,,SS-007160-PV1,SS-007160-PV1,Homeless encampment,6521
-117.1573894,32.71555737,4610499,,,2024/02/02 17:05:00+00,0,ESD Complaint/Report,Encampment,,2024/02/02,Closed,32.71555737,-117.1573894,958 Eighth Avenue,92101,3,4,Downtown,,Mobile,,SS-000268-PV1,SS-000268-PV1,Encampment activity,6522
-117.1239168,32.74918735,4605668,,,2024/01/30 17:30:00+00,9,ESD Complaint/Report,Encampment,,2024/02/08,Closed,32.74918735,-117.1239168,3935 Bancroft Street,,3,28,North Park,,Mobile,,,,Illegal dumping,6523
-117.1569436,32.8005563,4611233,,,2024/02/02 22:40:00+00,1,Neighborhood Policing,Encampment,,2024/02/03,Closed,32.8005563,-117.1569436,"7675 Mesa College Dr, San Diego, CA 92111, USA",92111,7,12,Linda Vista,,Web,,,,"Repeat offender homeless is back trespassing and has moved into the front balcony of a commercial the building where mesa dental used to be located. He is located at the front office, closest to Linda Vista Road at the intersection with Mesa College.  At night, three other individuals bring their shopping carts over and they stay up all night here. The others leave at sunrise, or just before",6524
-117.1574087,32.71532488,4608516,4606370,,2024/01/31 23:51:00+00,2,ESD Complaint/Report,Encampment,,2024/02/02,Closed,32.71532488,-117.1574087,941 Eighth Ave,92101,3,4,Downtown,,Mobile,,SS-000268-PV1,SS-000268-PV1,Encampments,6525
-117.1415483,32.7438047,4610501,,,2024/02/02 17:05:00+00,7,Neighborhood Policing,Encampment,,2024/02/09,Closed,32.7438047,-117.1415483,2126 Dwight Street,92104,3,28,North Park,,Mobile,,SS-009629-PV1,SS-009629-PV1,Abandoned vehicle hasn't moved in weeks,6526
-117.1495175,32.71345833,4611245,4611208,,2024/02/02 22:48:00+00,3,ESD Complaint/Report,Encampment,,2024/02/05,Closed,32.71345833,-117.1495175,32.71 N 117.15 W,92101,3,4,Downtown,,Mobile,,SS-000418-PV1,SS-000418-PV1,Abandoned encampment.,6527
-117.1573169,32.71450551,4608532,,,2024/01/31 23:58:00+00,2,Neighborhood Policing,Encampment,,2024/02/02,Closed,32.71450551,-117.1573169,815 E St,92101,3,4,Downtown,,Mobile,,SS-000269-PV1,SS-000269-PV1,Encampments,6528
-117.2422029,32.75885272,4605669,4605638,,2024/01/30 17:31:00+00,7,Neighborhood Policing,Encampment,,2024/02/06,Closed,32.75885272,-117.2422029,792 Quivira Way,92109,2,17,Mission Bay Park,MISSION BAY PARK,Mobile,,SS-022564-PV1,SS-022564-PV1,Homeless encampment Homeless encampment,6529
-117.1260934,32.7146384,4607046,,,2024/01/31 14:34:00+00,2,Neighborhood Policing,Encampment,,2024/02/02,Closed,32.7146384,-117.1260934,"3169 Broadway, San Diego, CA 92102, USA",92102,3,37,Southeastern San Diego,,Web,,SS-000773-PV1,SS-000773-PV1,Homeless encampment with fire.  The fire has been extinguished.  RP is SDFD.,6530
-117.1915935,32.83440097,4604288,,,2024/01/29 21:17:00+00,9,ESD Complaint/Report,Encampment,,2024/02/07,Referred,32.83440097,-117.1915935,"Clairemont Mesa Bl & Frink Av, San Diego, CA 92117, USA",92117,2,6,Clairemont Mesa,,Web,"Your report has been referred to SDG&E. To contact SDG&E,  call 800-411-7343.For emergencies, dial 9-1-1.",SS-011538-PV1,SS-011538-PV1,Located about half mile east of Starbucks (corner of Diane and CLMT MESA) On North side of street.  Tents keep coming back.,6531
-117.2443682,32.80158723,4604299,,,2024/01/29 21:22:00+00,8,Neighborhood Policing,Encampment,,2024/02/06,Closed,32.80158723,-117.2443682,1405 Diamond St,92109,1,27,Pacific Beach,PACIFIC BEACH CP,Mobile,,,,Encampment at PB REC Center next to playground and tennis courts.,6532
-117.1492717,32.70708795,4604326,4601923,,2024/01/29 21:34:00+00,2,Neighborhood Policing,Encampment,,2024/01/31,Closed,32.70708795,-117.1492717,101 16th St,92101,3,4,Downtown,,Mobile,,SS-000424-PV1,SS-000424-PV1,Encampments,6533
-117.1485913,32.70835189,4604340,,,2024/01/29 21:39:00+00,1,Neighborhood Policing,Encampment,,2024/01/30,Closed,32.70835189,-117.1485913,1601?1699 K St,92101,3,4,Downtown,,Mobile,,SS-014822-PV1,SS-014822-PV1,Encampments,6534
-117.1578112,32.71372393,4604347,4601019,,2024/01/29 21:42:00+00,4,Neighborhood Policing,Encampment,,2024/02/02,Closed,32.71372393,-117.1578112,732 F St,92101,3,4,Downtown,,Mobile,,SS-010716-PV1,SS-010716-PV1,Homeless,6535
-117.1595372,32.72541781,4604351,4582200,,2024/01/29 21:45:00+00,9,Neighborhood Policing,Encampment,,2024/02/07,Closed,32.72541781,-117.1595372,590 Fir St,92101,3,42,Uptown,,Mobile,,SS-000215-PV1,SS-000215-PV1,Homeless encampment,6536
-117.1057653,32.74961878,4604360,,,2024/01/29 21:50:00+00,38,ESD Complaint/Report,Encampment,,2024/03/07,Closed,32.74961878,-117.1057653,University Av & Marlborough Av,92105,9,56,Mid-City:City Heights,,Mobile,,SS-027184-PV1,SS-027184-PV1,Homeless entre La Malhborrough y University Avenue,6537
-117.2511002,32.7534613,4604363,4593509,,2024/01/29 21:51:00+00,14,Neighborhood Policing,Encampment,,2024/02/12,Closed,32.7534613,-117.2511002,"5188 W Point Loma Blvd, San Diego, CA 92107, USA",92107,2,23,Ocean Beach,,Web,,SS-025380-PV1,SS-025380-PV1,"License Arizona plate  chb7884. This white van has been parking with a man living inside for many months now inside the dog each parking lot and this is my third report. He is behind our building everyday ?he is essentially living on the beach in violation of the VHO?.again , my notes on him go back months. Please can you do something",6538
-117.1512454,32.71792601,4604364,4598632,,2024/01/29 21:51:00+00,10,Neighborhood Policing,Encampment,,2024/02/08,Closed,32.71792601,-117.1512454,1425 Russ Blvd,92101,3,4,Downtown,,Mobile,,SS-003313-PV1,SS-003313-PV1,Encampments under bridge blocking sidewalk,6539
-117.1484872,32.71791387,4604366,,,2024/01/29 21:51:00+00,17,Neighborhood Policing,Encampment,,2024/02/15,Referred,32.71791387,-117.1484872,Pershing Dr,92101,3,4,Downtown,,Mobile,This report has been referred to appropriate department or agency at null,SS-003314-PV1,SS-003314-PV1,Encampments by freeway off-ramp,6540
-117.1590595,32.71795957,4611260,,,2024/02/02 22:56:00+00,4,Neighborhood Policing,Encampment,,2024/02/06,Closed,32.71795957,-117.1590595,600 B St,92101,3,4,Downtown,,Mobile,,SS-003292,SS-003292,Individual on side walk with stick asked him to relocate didn?t answer impeding side walk on 600 B St,6541
-117.1483202,32.71819736,4604370,,,2024/01/29 21:53:00+00,29,Neighborhood Policing,Encampment,,2024/02/27,Referred,32.71819736,-117.1483202,Pershing Dr,92101,3,4,Downtown,,Mobile,This report has been referred to appropriate department or agency at null,SS-021677-PV1,SS-021677-PV1,"Encampment under bridge, they are getting into the street",6542
-117.2229139,32.75707442,4611264,,,2024/02/02 22:58:00+00,3,Neighborhood Policing,Encampment,,2024/02/05,Closed,32.75707442,-117.2229139,Sports Arena Blvd,92110,2,14,Midway-Pacific Highway,,Mobile,,SS-025376-PV1,SS-025376-PV1,Homeless encampment on sidewalk under bridge,6543
-117.1494121,32.71327784,4608536,,,2024/02/01 00:00:00+00,5,ESD Complaint/Report,Encampment,,2024/02/05,Closed,32.71327784,-117.1494121,16TH & F ST,92101,3,4,Downtown,,Mobile,,SS-000418,SS-000418,Abandoned personal belongings on the sidewalk.,6544
-117.1173883,32.75607931,4610506,,,2024/02/02 17:06:00+00,10,ESD Complaint/Report,Encampment,,2024/02/12,Closed,32.75607931,-117.1173883,4339 35th Street,92104,9,59,Mid-City:Normal Heights,,Mobile,,SS-035219-PV1,SA-002482-PV1,Illegal dumping,6545
-117.1558612,32.71457,4611267,,,2024/02/02 23:00:00+00,7,ESD Complaint/Report,Encampment,,2024/02/09,Closed,32.71457,-117.1558612,939 E St,92101,3,4,Downtown,,Mobile,,SS-009654-PV1,SS-009654-PV1,602 encampments impeding sidewalk access drug use,6546
-117.1577428,32.71371582,4608539,4601019,,2024/02/01 00:01:00+00,2,Neighborhood Policing,Encampment,,2024/02/02,Closed,32.71371582,-117.1577428,732 F St,92101,3,4,Downtown,,Mobile,,SS-010716-PV1,SS-010716-PV1,Encampments,6547
-117.1520096,32.70714956,4604376,,,2024/01/29 21:58:00+00,4,Neighborhood Policing,Encampment,,2024/02/02,Closed,32.70714956,-117.1520096,140 14th St,92101,3,4,Downtown,,Mobile,,SS-000381-PV1,SS-000381-PV1,Encampment,6548
-117.1744703,32.89699656,4605725,,,2024/01/30 17:45:00+00,10,Neighborhood Policing,Encampment,,2024/02/09,Referred,32.89699656,-117.1744703,"San Diego, CA 92121, USA",92121,6,15,Mira Mesa,,Mobile,This report has been referred to Police ? Northwestern Division at sdpdnorthwestern@pd.sandiego.gov,,,"Large homeless encampment behind Mesa Rim gym in Mira Mesa, posing fire hazard. There are numerous people living here, paving the canyon space which is not zoned for residential use and creating large shanty buildings that do not conform to fire code.",6549
-117.1619385,32.72003741,4607051,4601573,,2024/01/31 14:39:00+00,7,ESD Complaint/Report,Encampment,,2024/02/07,Closed,32.72003741,-117.1619385,1401 Third Ave,92101,3,4,Downtown,,Mobile,,SS-000091-PV1,SS-000091-PV1,"Homeless encampment on 3rd between Ash n Beech East side blocking sidewalk access, drug activity observed, need removal of encampment from Neighborhood policing team",6550
-117.1591567,32.7451925,4608548,,,2024/02/01 00:05:00+00,3,Neighborhood Policing,Encampment,,2024/02/03,Closed,32.7451925,-117.1591567,614 Pennsylvania Ave,92103,3,42,Uptown,,Mobile,,SS-021610-PV1,SS-021610-PV1,Homeless encampment,6551
-117.1004317,32.73851945,4607060,4589299,,2024/01/31 14:52:00+00,10,Neighborhood Policing,Encampment,,2024/02/10,Closed,32.73851945,-117.1004317,4376 Redwood St,92105,9,56,Mid-City:City Heights,,Mobile,,SS-033191-PV1,SA-000435-PV1,Trash and homeless,6552
-117.1628549,32.72232162,4607072,,,2024/01/31 15:01:00+00,8,ESD Complaint/Report,Encampment,,2024/02/08,Closed,32.72232162,-117.1628549,1601 Second Ave,92101,3,4,Downtown,,Mobile,,SS-000063-PV1,SS-000063-PV1,Homeless encampment blocking public sidewalk. Trash spilling into parking spots making them unavailable.,6553
-117.1571138,32.71371317,4608549,4599418,,2024/02/01 00:05:00+00,1,Neighborhood Policing,Encampment,,2024/02/01,Closed,32.71371317,-117.1571138,815 E St,92101,3,4,Downtown,,Mobile,,SS-010717-PV1,SS-010717-PV1,Encampments,6554
-117.2324237,32.7422323,4607075,,,2024/01/31 15:06:00+00,9,Neighborhood Policing,Encampment,,2024/02/09,Closed,32.7422323,-117.2324237,Voltaire St,92107,2,30,Peninsula,,Mobile,,SS-019930-PV1,SS-019930-PV1,Homeless camp on Nimitz under the Atascadero bridge,6555
-117.1677837,32.72650842,4608558,4598578,,2024/02/01 00:12:00+00,5,ESD Complaint/Report,Encampment,,2024/02/05,Closed,32.72650842,-117.1677837,2044 State St,92101,3,4,Downtown,,Mobile,,SS-025571-PV1,SS-025571-PV1,Illegal encampments,6556
-117.1573794,32.71522591,4610508,4610419,,2024/02/02 17:07:00+00,0,ESD Complaint/Report,Encampment,,2024/02/02,Closed,32.71522591,-117.1573794,965 Eighth Avenue,92101,3,4,Downtown,,Mobile,,SS-000268-PV1,SS-000268-PV1,Encampment activity,6557
-117.1294381,32.7335677,4607097,4603232,,2024/01/31 15:27:00+00,13,ESD Complaint/Report,Encampment,,2024/02/13,Closed,32.7335677,-117.1294381,2656?2798 30th St,92104,3,28,North Park,,Mobile,,SS-000670-PV1,SS-000670-PV1,Homeless camped on 30th and Switzer Canyon. Trash and blankets covering the sidewalk. Impossible to walk past. Have to walk in the traffic lane to get by. Wanders up and down 30th wearing only a blanket and socks.,6558
-117.16389,32.72368716,4608563,4597152,,2024/02/01 00:13:00+00,8,ESD Complaint/Report,Encampment,,2024/02/08,Closed,32.72368716,-117.16389,First Ave,92101,3,42,Uptown,,Mobile,,SS-000037-PV1,SS-000037-PV1,Huge Homeless Encampment it?s been two consecutive weeks that we been reporting this homeless encampment that has been blocking the side walk on both sides. There is even a pitbull that is very aggressive in one of the of the tents! People are not able to walk by it!,6559
-117.1495105,32.71335304,4611303,,,2024/02/02 23:19:00+00,4,Neighborhood Policing,Encampment,,2024/02/06,Closed,32.71335304,-117.1495105,32.71 N 117.15 W,92101,3,4,Downtown,,Mobile,,SS-000418-PV1,SS-000418-PV1,Encampment on the sidewalk.,6560
-117.1576268,32.71039976,4604387,4597273,,2024/01/29 22:02:00+00,3,Neighborhood Policing,Encampment,,2024/02/01,Closed,32.71039976,-117.1576268,701 Island Ave,92101,3,4,Downtown,,Mobile,,SS-014284-PV1,SS-014284-PV1,Encampments,6561
-117.0539342,32.5443026,4605734,4602101,,2024/01/30 17:48:00+00,49,ESD Complaint/Report,Encampment,,2024/03/19,Closed,32.5443026,-117.0539342,"3600 Camino De La Plaza, San Diego, CA 92173, USA",92173,8,33,San Ysidro,,Web,,SS-005728-PV1,SS-005728-PV1,Encampment with tents and activity that is not good. South side of Camino de La plaza in the bushes right before the large dirt lot in between the encampment and Big 5 on Camino De La Plaza headed East.,6562
-117.1013403,32.77984107,4605749,4599188,,2024/01/30 17:53:00+00,1,Neighborhood Policing,Encampment,,2024/01/31,Referred,32.77984107,-117.1013403,Fairmount Ave,92120,7,20,Navajo,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,SS-010814-PV1,SS-010814-PV1,Daily Illegal Homeless Encampment. Please remove yet again. There are now multiple broken glass bottles on this very high traffic road due to the constant encampments,6563
-117.1031155,32.74936826,4605774,,,2024/01/30 18:03:00+00,16,ESD Complaint/Report,Encampment,,2024/02/15,Closed,32.74936826,-117.1031155,4251 University Ave,92105,9,56,Mid-City:City Heights,,Mobile,,SS-027399-PV1,SS-027399-PV1,Homeless encampment causing sidewalk obstruction. Several people living there.,6564
-117.2392291,32.80056953,4605775,4601420,,2024/01/30 18:03:00+00,6,Neighborhood Policing,Encampment,,2024/02/05,Closed,32.80056953,-117.2392291,1680 Garnet Ave,92109,1,27,Pacific Beach,,Mobile,,SS-014630-PV1,SS-014630-PV1,Homeless encampment,6565
-117.1843751,32.8340997,4605805,,,2024/01/30 18:13:00+00,8,ESD Complaint/Report,Encampment,,2024/02/07,Referred,32.8340997,-117.1843751,"4897 Clairemont Mesa Blvd, San Diego, CA 92117, USA",92117,2,6,Clairemont Mesa,,Web,"Your report has been referred to SDG&E. To contact SDG&E,  call 800-411-7343.For emergencies, dial 9-1-1.",SS-032804-PV1,SA-000043-PV1,"There are increasing numbers of homeless  on both sides of the street and increasing amounts of trash, feces, and debris all over the place. My children and my wife as well as my neighbor's children and wives do not feel safe walking past here with so many different homeless people next to the sidewalk every day and night.",6566
-117.0864258,32.74750745,4605812,4592061,,2024/01/30 18:17:00+00,28,Neighborhood Policing,Encampment,,2024/02/27,Closed,32.74750745,-117.0864258,Wightman Street Neighborhood Park,92105,9,56,Mid-City:City Heights,,Mobile,,SS-028735-PV1,SS-028735-PV1,Homeless encampment,6567
-117.1752284,32.81931705,4607108,,,2024/01/31 15:32:00+00,5,Neighborhood Policing,Encampment,,2024/02/05,Closed,32.81931705,-117.1752284,6333 Mount Ada Road,92111,2,6,Clairemont Mesa,,Mobile,,SS-019184-PV1,SS-019184-PV1,Parking violation,6568
-117.1495029,32.71357044,4610530,4613989,,2024/02/02 17:15:00+00,4,Neighborhood Policing,Encampment,,2024/02/06,Closed,32.71357044,-117.1495029,32.71 N 117.15 W,92101,3,4,Downtown,,Mobile,,SS-000418-PV1,SS-000418-PV1,Multiple tents set up on 16th and f street corner a known spot for 602s to camp out there is about 4 tents with about 10 individuals occupying them and they are smoking crack and other drugs so can we get a SDPD OFFICEr down here please and thank you,6569
-117.16389,32.72368716,4608565,4597152,,2024/02/01 00:13:00+00,8,ESD Complaint/Report,Encampment,,2024/02/08,Closed,32.72368716,-117.16389,First Ave,92101,3,42,Uptown,,Mobile,,SS-000037-PV1,SS-000037-PV1,Huge Homeless Encampment it?s been two consecutive weeks that we been reporting this homeless encampment that has been blocking the side walk on both sides. There is even a pitbull that is very aggressive in one of the of the tents! People are not able to walk by it!,6570
-117.1535837,32.81786147,4611316,,,2024/02/02 23:25:00+00,3,Neighborhood Policing,Encampment,,2024/02/05,Closed,32.81786147,-117.1535837,7878 Othello Avenue,92111,6,50,Kearny Mesa,,Mobile,,,,Homeless encampments and living out of rvs in parking lot behind doggy day care and American tire depot.,6571
-117.0940948,32.7564279,4604390,4584883,,2024/01/29 22:02:00+00,5,Neighborhood Policing,Encampment,,2024/02/03,Closed,32.7564279,-117.0940948,"4329 Menlo Ave, San Diego, CA 92115, USA",92115,9,58,Mid-City:Kensington-Talmadge,,Web,,SS-018056-PV1,SS-018056-PV1,Car used as an encampment which is leading to trash and belongings blocking the sidewalk and using up a parking spot for residents of the neighborhood,6572
-117.1615262,32.74445756,4608568,,,2024/02/01 00:15:00+00,3,Neighborhood Policing,Encampment,,2024/02/03,Closed,32.74445756,-117.1615262,3851 Fourth Ave,92103,3,42,Uptown,,Mobile,,SS-000110-PV1,SS-000110-PV1,"Transient directly across street from Autistic Children ACES academy school. ? but then again, maybe you don?t think autistic children count as real children?  He is passed out and drinking in public and infringing on private property as well.",6573
-117.2069255,32.7485361,4604394,,,2024/01/29 22:04:00+00,1,Neighborhood Policing,Encampment,,2024/01/30,Closed,32.7485361,-117.2069255,3305 Rosecrans St,92110,2,14,Midway-Pacific Highway,,Mobile,,SS-023537-PV1,SS-023537-PV1,Homeless encampment has taken over bus stop,6574
-117.1985811,32.75389211,4611331,,,2024/02/02 23:33:00+00,3,Neighborhood Policing,Encampment,,2024/02/05,Closed,32.75389211,-117.1985811,2727 Congress Street,92110,2,24,Old Town San Diego,,Mobile,,SS-007795-PV1,SS-007795-PV1,Homeless outreach needed.  Unhoused individual in front of MTS crosswalk,6575
-117.1494148,32.71334667,4608571,4602169,,2024/02/01 00:19:00+00,2,Neighborhood Policing,Encampment,,2024/02/02,Closed,32.71334667,-117.1494148,32.71 N 117.15 W,92101,3,4,Downtown,,Mobile,,SS-000418-PV1,SS-000418-PV1,Encampment on the sidewalk and making a mess.,6576
-117.0940948,32.7564279,4604396,,,2024/01/29 22:04:00+00,4,ESD Complaint/Report,Encampment,,2024/02/02,Closed,32.7564279,-117.0940948,"4329 Menlo Ave, San Diego, CA 92115",92115,9,58,Mid-City:Kensington-Talmadge,,Web,,,,Trash stacking up by sidewalk near car encampment. Assumed to be dumping since trash pile keeps growing and not used or shuffled around,6577
-117.1593449,32.71461108,4610544,,,2024/02/02 17:22:00+00,1,Neighborhood Policing,Encampment,,2024/02/03,Closed,32.71461108,-117.1593449,32.71 N 117.16 W,92101,3,4,Downtown,,Mobile,,SS-009660-PV1,SS-009660-PV1,Abandoned encampment,6578
-117.1495169,32.71336167,4611337,4610412,,2024/02/02 23:39:00+00,7,ESD Complaint/Report,Encampment,,2024/02/09,Closed,32.71336167,-117.1495169,740 16th St,92101,3,4,Downtown,,Mobile,,SS-000418-PV1,SS-000418-PV1,Encampment on the sidewalk and making a mess.,6579
-117.1585728,32.74524539,4608581,4572629,,2024/02/01 00:24:00+00,8,ESD Complaint/Report,Encampment,,2024/02/08,Closed,32.74524539,-117.1585728,"629 Pennsylvania Ave, San Diego, CA 92103",92103,3,42,Uptown,,Mobile,,,,"Abandoned homeless encampment on sidewalk. SDPD requested you to clean this mess up numerous times. There?s no one here for over a week. There is trash, food, human feces, dog, feces, and urine bottles. It smells disgusting and it?s across the street from all saints preschool. It is directly across from 641 Pennsylvania Ave. in Hillcrest, 92103 between Six and 7th Ave. I?m sure these items will flow into the drainage system when it rains. Should we ask the children to clean this up?",6580
-117.203164,32.79111707,4604400,,,2024/01/29 22:05:00+00,10,Neighborhood Policing,Encampment,,2024/02/08,Closed,32.79111707,-117.203164,2752 Denver Street,92117,2,6,Clairemont Mesa,,Mobile,,SS-009096-PV1,SS-009096-PV1,Homeless camping or abandoned vehicles on the Denver St close to the corner of Clairemont Dr close to the shell gas station.,6581
-117.1600987,32.76336081,4610548,,,2024/02/02 17:24:00+00,4,Neighborhood Policing,Encampment,,2024/02/06,Closed,32.76336081,-117.1600987,648?674 Camino Del Rio S,92108,3,19,Mission Valley,,Mobile,,SS-005784-PV1,SS-005784-PV1,What?s the point of having a 72 hour max parking law if it?s not enforced?  What?s the point of this app if nothing comes of the reports?  These vehicles have been parked for over a week without moving and their belongings are strewn about the sidewalk.,6582
-117.1591709,32.71649766,4611341,,,2024/02/02 23:42:00+00,1,Neighborhood Policing,Encampment,,2024/02/03,Closed,32.71649766,-117.1591709,32.72 N 117.16 W,92101,3,4,Downtown,,Mobile,,SS-000222-PV1,SS-000222-PV1,Transit refused to leave,6583
-117.1529851,32.92011404,4608586,4558565,,2024/02/01 00:26:00+00,14,ESD Complaint/Report,Encampment,,2024/02/14,Closed,32.92011404,-117.1529851,7850 Westbury Ave,92126,6,15,Mira Mesa,,Mobile,,SS-018937-PV1,SS-018937-PV1,Multiple Homeless Encampment on Montongo side of Peachyree,6584
-117.1640167,32.71274167,4604404,,,2024/01/29 22:06:00+00,4,Neighborhood Policing,Encampment,,2024/02/02,Closed,32.71274167,-117.1640167,775 Front St,92101,3,4,Downtown,,Mobile,,SS-029819-PV1,SS-029819-PV1,I?m reporting an individual who is screaming around a business office on 775 front has been here for a while,6585
