date,description,Camp,geometry
2021-07-10,Homeless camping out smoking heroine,True,POINT (-117.093249255 32.751386817)
2021-07-13,Folks camped out near corner of New Palace Hotel. I don?t believe they live there. They are currently drinking and who knows what other activities are going on. I believer the New Palace Hotel has signage up about folks loitering. Please remove these fol,True,POINT (-117.160543217 32.724105824)
2021-07-21,I am reporting a few transient camps on the west side of 10th Ave. between C Street and Broadway. They are blocking sidewalk access. They are dedicated on the street. There's drug use in the area.,True,POINT (-117.155585391 32.7166791650001)
2021-07-13,Illegal encampment,True,POINT (-117.14835218 32.71558335)
2021-07-10,Homeless man in tent at 7-11 store,True,POINT (-117.175169374 32.7736221590001)
2021-07-21,The homeless are collecting more and more large items outside of the building.  They have also broken into the abandoned building through the back door and are living inside.  The owner of the building (Walter Lam and the Alliance for Africa? refuse to b,True,POINT (-117.0579395 32.7664921000001)
2021-07-10,Encampment between albatross and state street,True,POINT (-117.16649047 32.7261388150001)
2021-07-10,Homeless encampment,True,POINT (-117.058732455 32.766208829)
2021-07-10,Fire hazard - homeless encampment reported below 4504 Lucille Dr 92115,True,POINT (-117.09541857 32.7703559460001)
2021-07-21,"Encampment in black vehicle where someone is sleeping inside. Attracting trash, loitering and additional vehicles to the area",True,POINT (-117.139918586 32.8985084720001)
2021-07-10,Illegal encampment area is known for the use of narcotics and people being intoxicated harassing passerby?s. Requesting the assistance of the city and Sdpd.,True,POINT (-117.157717961 32.713676727)
2021-07-13,Encampment,True,POINT (-117.123228796 32.7487000840001)
2021-07-21,RV homeless encampment at the end of quivira rd in mission bay is causing a public nuisance. The people in the rvs are littering and breaking into cars and businesses  they park all night long and live there even though there is no overnight parking. Why,True,POINT (-117.241854467 32.76429202)
2021-07-10,Illegal encampment area is known for the use of narcotics and people being intoxicated harassing passerby?s. Requesting the assistance of the city and Sdpd.,True,POINT (-117.157155312 32.713675224)
2021-07-13,Homeless encampment inside the dog park,True,POINT (-117.23896754 32.7530193470001)
2021-07-21,Homeless camp,True,POINT (-117.058076333 32.7666014320001)
2021-07-10,Illegal encampment area is known for the use of narcotics and people being intoxicated harassing passerby?s. Requesting the assistance of the city and Sdpd.,True,POINT (-117.15709866 32.714718931)
2021-07-13,"Good day ,  I have made several reports about The Wightman park which is right in front of my apartments where people just camp out and trash this whole park and neighborhood . I wake up everyday and look at that picture . My kids go to this park and hav",True,POINT (-117.085830556 32.7476078490001)
2021-07-21,Homeless camp,True,POINT (-117.058670781 32.766265537)
2021-07-13,"Homeless person, yelling and appears unstable",True,POINT (-117.162724079 32.7483333910001)
2021-07-21,Homeless trash/encampment,True,POINT (-117.151555932 32.7444081890001)
2021-07-10,Illegal encampment area is known for the use of narcotics and people being intoxicated harassing passerby?s. Requesting the assistance of the city and Sdpd.,True,POINT (-117.156483945 32.714487585)
2021-07-21,Encampment on beach,True,POINT (-117.255910546 32.7936882020001)
2021-07-10,"The South Shores Boat Ramp parking lot and restrooms are over run with homeless encampments. The homeless are aggressive, and make it dangerous to use the restrooms or parking lot. They leave their trash and waste everywhere, making it a health hazard. T",True,POINT (-117.218631402 32.763968333)
2021-07-21,Encampment and debris4149 university,True,POINT (-117.106002979 32.7489327210001)
2021-07-13,Homeless encampment - indecent activity with a child playground nearby,True,POINT (-117.106639524 32.7633225750001)
2021-07-10,Encampment,True,POINT (-117.162698875 32.7661525560001)
2021-07-21,"Overnight camping in camper. Today, at 5424 Redwood.  Last several days on Chollas Station Rd.  just off Redwood. May be switching up locations in this area on nightly basis.",True,POINT (-117.078336328 32.737977828)
2021-07-13,Bums just camping out all over this and neighboring  on and off ramps,True,POINT (-117.088739611 32.584238052)
2021-07-13,Homeless camp Santa Clara st,True,POINT (-117.25045301 32.783004211)
2021-07-21,"I Spy: 1 red umbrella encampment, Phil the thief, been in park for a year, know criminal, public indecency, public masterbater. 2 blue tents on beach, large tent been set up in same spot for over 5 days. Small blue tent just to right of it set up yesterd",True,POINT (-117.252214216 32.750523941)
2021-07-13,Gate lock broken homeless encampment in valley.  Second report.  Officer called previously.  Walked road but not clear if the drove in or went in far enough.  Need city to secure gate preventing homeless from entering in vehicles as witnessed.,True,POINT (-117.02834832 32.588627627)
2021-07-10,Illegal encampment area is known for the use of narcotics and people being intoxicated harassing passerby?s. Requesting the assistance of the city and Sdpd.,True,POINT (-117.15713617 32.714755)
2021-07-21,New encampment 7/21/2021 in vegetation area north of house at 3717 Eagle St 92103. Sheets tied to trees to create shelter. Full garbage bags scattered around site,True,POINT (-117.1693732 32.7454893)
2021-07-13,Encampment,True,POINT (-117.150329775 32.711887978)
2021-07-10,Illegal encampment area is known for the use of narcotics and people being intoxicated harassing passerby?s. Requesting the assistance of the city and Sdpd.,True,POINT (-117.157060645 32.7136586930001)
2021-07-21,There is a transient who has set up camp behind the business.,True,POINT (-117.092879353 32.711601871)
2021-07-13,Encampment,True,POINT (-117.149880659 32.711599526)
2021-07-13,Behind one of the At&t boxes there is a full setup encampment. It's in a small alcove looking area of the wrought iron fence.,True,POINT (-117.15940285 32.743348896)
2021-07-21,Encampment,True,POINT (-117.154134425 32.77607369)
2021-07-10,Homeless camp,True,POINT (-117.252938077 32.7726570780001)
2021-07-13,Homeless screaming profanities in front of Spire Building,True,POINT (-117.151022725 32.7103593100001)
2021-07-21,"Homeless encampment  underpass to courthouse Union n B to Front n B , individuals camping and leaving unattended property , need removal from environmental services and San Diego policing team",True,POINT (-117.165343478 32.7178185340001)
2021-07-10,Encampment,True,POINT (-117.161374951 32.7532850370001)
2021-07-21,"Encampment, loitering, trash",True,POINT (-117.251771712 32.7957603130001)
2021-07-10,Homeless encampment-FIRE HAZARD,True,POINT (-117.095720629 32.7713107530001)
2021-07-13,Homeless gather in the evenings and disturbing nearby businesses.,True,POINT (-117.16142 32.7485)
2021-07-21,Encampment,True,POINT (-117.249041336 32.7559666510001)
2021-07-21,"A camper van, inoperae, no plates had been on the street for 5 days",True,POINT (-117.128579803 32.7127147100001)
2021-07-13,"Homeless encampment, loitering, suspected drug use",True,POINT (-117.251486667 32.7959765040001)
2021-07-21,Encampment,True,POINT (-117.250042926 32.7556516180001)
2021-07-10,Huge encampment and fire hazard,True,POINT (-117.095060237 32.7702864770001)
2021-07-21,Encampment,True,POINT (-117.250825015 32.7549342030001)
2021-07-10,"Huge Encampment and Fire Hazard. Talmadge Patrol received a call last night from a KENSINGTON resident who was VERY concerned about an encampment in the north west corner of Talmadge (end of Lucille Drive).  He could clearly see the large community, and",True,POINT (-117.095493955 32.7710191950001)
2021-07-13,"Encampment - anything & everything illegal they do- pee, shit, drugs, sex out in the open",True,POINT (-117.098134029 32.7549009790001)
2021-07-21,Encampment,True,POINT (-117.250809015 32.755206684)
2021-07-10,FIRE DANGER. Multiple encampments observed along the south side of Montezuma Avenue between Fairmount Avenue and Collwood Blvd. Encampments are not visible from the roadway and are located in heavy brush.,True,POINT (-117.09769359 32.774362128)
2021-07-13,Encampment,True,POINT (-117.165244929 32.7451898730001)
2021-07-21,Homeless camp,True,POINT (-117.158303436 32.711024434)
2021-07-10,Several encampments seen in the north west corner of Talmadge (end of Lucille Drive).  Best viewed from Kensington. Flickering lights  believed to be flames from portable cook tops.  FIRE HAZARD IN DRY CANYON!!!,True,POINT (-117.095575084 32.7708819050001)
2021-07-21,"Homeless Encampment in front of Business, also block sidewalk.",True,POINT (-117.149144299 32.7085423790001)
2021-07-13,ANOTHER encampment on the NE corner of University Ave / Boundary Street - a chronic problem here w homeless and trash!,True,POINT (-117.123134748 32.7485563600001)
2021-07-21,Homeless encampment,True,POINT (-117.259453 32.8019169020001)
2021-07-10,Encampment + lots of trash,True,POINT (-117.252333971 32.75002813)
2021-07-13,Encampment,True,POINT (-117.15179182 32.708516522)
2021-07-10,Encampment,True,POINT (-117.169439211 32.7158186130001)
2021-07-21,Abandoned truck. left for over 2 months  homeless have begun using it for storage,True,POINT (-117.109193189 32.6929152590001)
2021-07-13,"The city sent a crew to clean up an encampment in the canyon behind our house on June 27th (Ref getitdone Rpt #03380700 ).  Today, there is new activity going on in plain sight.  We can see one person clearing native brush and hauling in building materia",True,POINT (-117.181308354 32.749081431)
2021-07-10,REF. SDPD NEIGHBORHOOD . HOMELESS ENCAMPMENT AT THE FOOT OF EMERALD ST IN NORTH PACIFIC BEACH. INDIVIDUAL OCCUPYING SPACE WAS NON CONFRONTATIKNAL TOWARDS FIRST RESPONDERS AND NO TRASH HAS LEFT IN THE PAST 24 HRS. Reporting Party is Lifeguard Lauren Leisk,True,POINT (-117.257596179 32.7978481120001)
2021-07-21,We still have a homeless encampment on the side of our building. There were 3 people this morning with a bunch of their stuff displayed in the open.,True,POINT (-117.249979383 32.7974065760001)
2021-07-13,Encampment/The encampment is right under the I15 overpass in an area under the bridge closest to I8.-contact RP if unable to locate,True,POINT (-117.112997174 32.7805405830001)
2021-07-10,Large encampment spotted bynihhblrs in Kensington. There are three total as far as we know and they've been seen largely at night but still present during the day. A large amount of people. It's fire season and I'm very concerned as I own a house close b,True,POINT (-117.0950601 32.7702865000001)
2021-07-21,Homeless encampment at The Grotto on the corner of Gaines Street and Benecia.  Lots of trash,True,POINT (-117.191526749 32.7656416570001)
2021-07-10,Encampment this man is violent and aggressiveHortonHouse has filed a LOA because of consistent problems,True,POINT (-117.161898393 32.7123218290001)
2021-07-21,Encampment with a lot of people and trash strewn everywhere,True,POINT (-117.182899206 32.823942184)
2021-07-10,There are about a dozen homeless individuals in multiple groups camping in the canton behind the address provided.  Campfires can be seen at night and there appears to be a makeshift latrine set up.,True,POINT (-117.0950601 32.7702865000001)
2021-07-21,Active encampment in remote canyon area. Contact for directions.,True,POINT (-117.05953333 32.73835)
2021-07-10,Encampment,True,POINT (-117.172419836 32.710621992)
2021-07-21,There is a person camping out on the backside of my fence leaves trash & feces. Also causes my dog to bark when outside or when he senses a person near our gate. Don?t feel safe with person encamping there as I have young children in my home.,True,POINT (-117.0270582 32.6969551)
2021-07-21,Trash left - empty encampment,True,POINT (-117.191463104 32.7656558620001)
2021-07-21,Sea World Dr Frontage Road Encampment,True,POINT (-117.220829485 32.7606641080001)
2021-07-13,Converted school bus parked on El Carmel Point in lot by San Diego Rowing Club  This lot is posted ?NO PARKING 2-4 am? & also ?NO OVERNIGHT CAMPERS?  please enforce the law?,True,POINT (-117.24860333 32.77906333)
2021-07-13,Homeless Encampment on El Carmel Point.  Individual in van has been here for over a week now. El Carmel Pt is posted no overnight habitation in vehicle. Please enforce the law and refer this person to an appropriate safe lot.,True,POINT (-117.24942833 32.778555)
2021-07-21,Illegal encampment and belongings left behind at the Dick's Last Resort on fourth between J and K. The individual who owns these belongings is known for leaving belongings for weeks at a time and we will be requesting the assistance of the city and Sdpd.,True,POINT (-117.161044995 32.708661754)
2021-07-13,Encampment in alley behind Tiger Tiger,True,POINT (-117.12956383 32.754720331)
2021-07-21,Tent encampment,True,POINT (-117.218621135 32.764912547)
2021-07-10,"4504 Lucille drive, large encampment in bushes. Possible open flame fires at night. We've already had one fire in the canyon from un sheltered illegal camping. Can we please get this cleared for safety?!",True,POINT (-117.095708383 32.7713663120001)
2021-07-21,Homeless encampment   Shopping carts present and alcohol present,True,POINT (-117.061012811 32.7625585910001)
2021-07-21,Homeless people everywhere living in tents on fiesta Island and under the bridges at both ends I do my do not feel safe with my children with these people around the area being as a family party could you please address this problem ASAP,True,POINT (-117.235062327 32.7722375000001)
2021-07-13,Abandoned goods and encampment,True,POINT (-117.117345565 32.894866709)
2021-07-10,This person got move early and he came back to set up camp on 2871 imperial avenue San Diego ca. 92102,True,POINT (-117.132487559 32.7063578720001)
2021-07-21,Across from Sea World Many many tents & campers. 24 hours a day 7 days a week. Urinating all over. Can cause spread of diseases. This has to stop. Pt Loma is even worse.HELP!!!!,True,POINT (-117.2255444 32.7616328)
2021-07-13,Homeless encampment,True,POINT (-117.129617147 32.7547086880001)
2021-07-10,Encampment at end of Brierfield behind footbridge for over a week.,True,POINT (-117.248722315 32.7913301500001)
2021-07-13,Homeless encampment  disturbing,True,POINT (-117.152572162 32.71047595)
2021-07-10,We recently reported this to police and they removed the person from this encampment but now there are new occupants. I?m happy to have authorities in to my home to view it.  I?m on the opposite side of Fairmount. Matt 760-889-6941,True,POINT (-117.095886549 32.77146341)
2021-07-21,"Homeless encampment at 345 4th Ave near 4 th and J, need removal of property and individuals from environmental services and San Diego policing team",True,POINT (-117.161101873 32.709089336)
2021-07-14,"Homeless men and women, and possibly people living in the No outlet portion of Parkdale Place, directly across from the middle school. The began terrorizing me when Began my 2.3 mile walk at night to Parkdale Place. Several homeless encampments along the",True,POINT (-117.155697942 32.9117613290001)
2021-07-10,"I'm reporting an encampment, on 5th and market next to the sear suckers.",True,POINT (-117.160027267 32.711742976)
2021-07-14,Encampment (2nd report from 06/13/2021).,True,POINT (-117.160900142 32.7199172790001)
2021-07-10,Encampment,True,POINT (-117.148463785 32.712251221)
2021-07-14,Encampment,True,POINT (-117.065075487 32.762491438)
2021-07-21,Encampment,True,POINT (-117.198089779 32.765438897)
2021-07-10,Encampment,True,POINT (-117.251517415 32.795706726)
2021-07-14,Encampment,True,POINT (-117.063221745 32.7634528510001)
2021-07-21,Translated: 2 homeless people have set up an encampment at SDHC Hotel Circle 1865 Hotel Circle South. Manager of complex has described them as dangerous and appeal to be on drugs. She doesn't know how to get rid of them. They have been involved in alterc,True,POINT (-117.180545172 32.757675829)
2021-07-10,"more than one pod or camp, using cooking stoves and public dedication and urin",True,POINT (-117.0950601 32.7702865000001)
2021-07-14,Encampment,True,POINT (-117.05954209 32.765944018)
2021-07-21,Encampment  Chollas Creek 200+ ft downstream/west of 54th St,True,POINT (-117.0801305 32.74371333)
2021-07-10,Encampment blocking alley,True,POINT (-117.058451775 32.766114198)
2021-07-21,There are two active encampments in the storm drains of the Imperial Marketplace parcel. Please reference the photo attached to this report.,True,POINT (-117.1009207 32.7018171)
2021-07-14,Homeless encampment on sidewalk,True,POINT (-117.09446667 32.74916333)
2021-07-10,Large encampment in SearSucker patio trespassing on property,True,POINT (-117.160027471 32.7117133300001)
2021-07-21,There is a homeless person that regularly sleeps in our parking lot and obstructs the few parking spaces that we have available. He will not move when asked politely to move from the parking lot behind my building. He obviously has mental health issues s,True,POINT (-117.2482985 32.7461232)
2021-07-14,Homeless encampment on sidewalk,True,POINT (-117.087981997 32.74744027)
2021-07-10,"Possible encampment under/in a tree located off the Richmond St. off ramp, outside the Zoo's fence line. Multiple coolers seen under the tree and sheets of cardboard in the tree.",True,POINT (-117.154707796 32.7371925890001)
2021-07-14,Encampment,True,POINT (-117.245437442 32.7610639640001)
2021-07-21,Homeless individual continues to trespass  on preschool property,True,POINT (-117.167072884 32.71563561)
2021-07-14,Encampment,True,POINT (-117.24619515 32.760217649)
2021-07-21,"At the easternmost fence line of Willie Henderson Sports Complex, in the brush, there is an active encampment, most of which is well-concealed by tree branches.",True,POINT (-117.0969373 32.6929726000001)
2021-07-11,Homeless encampment,True,POINT (-117.095596157 32.7710414760001)
2021-07-14,Homeless camp  trash on beach,True,POINT (-117.255902661 32.7933959920001)
2021-07-21,Homeless living out of cars drug use,True,POINT (-117.138245143 32.897826767)
2021-07-11,Large homeless Encampment!,True,POINT (-117.095608564 32.77161428)
2021-07-21,"Regular homeless man ""Phil"" has created encampment.  Has been told to remove and has not.  Encampment continues to grow regularly.  I am City Staff.  Mayor's office, along with Parks & Recreation staff will be hosting a ribbon cutting at this center on J",True,POINT (-117.034503 32.6801568000001)
2021-07-14,Homeless  trash on beach,True,POINT (-117.255946765 32.793680301)
2021-07-21,"Encampments and shelters are back again today. There are always at least 4, and are close to the playground and basketball areas where children play.",True,POINT (-117.060217496 32.763365546)
2021-07-14,Homeless encampment on sidewalk,True,POINT (-117.111849503 32.749589659)
2021-07-21,Homelesss encampments,True,POINT (-117.1089555 32.752975)
2021-07-14,Drug addicts camping,True,POINT (-117.256093968 32.794750068)
2021-07-11,"Homeless encampment, litter",True,POINT (-117.15905171 32.74593152)
2021-07-21,Homeless Encampment/I just looked at the address picked for this report. This address is incorrect. Not sure of the exact address but the encampment is on W. Morena Blvd underneath the tecolote street bridge.,True,POINT (-117.204540665 32.77080872)
2021-07-14,Encampment,True,POINT (-117.049890496 32.7685351970001)
2021-07-11,Homeless man in alley by 7627 Family Circle,True,POINT (-117.158843052 32.7985123490001)
2021-07-21,Homeless encampments,True,POINT (-117.10929167 32.75328333)
2021-07-14,Encampment,True,POINT (-117.251247529 32.7598757490001)
2021-07-11,Canyon encampment,True,POINT (-117.097186212 32.762791227)
2021-07-14,Multiple encampments and trash still present. Why was case closed??,True,POINT (-117.146397717 32.740705749)
2021-07-11,"Large Encampment, Extreme fire hazard",True,POINT (-117.095957434 32.770910047)
2021-07-21,Encampment,True,POINT (-117.162787891 32.750042966)
2021-07-14,"7-11 wall has become a regular camp out spot for homeless. There are large piles of leftover food, trash and blocks public sidewalk on 5th.",True,POINT (-117.160459869 32.738909329)
2021-07-11,3 campsites unseen from road - Kensington resident saw open fires in canyon and in daylight was able to discern three sites.  PLEASE VACATE THESE CAMPS ASAP,True,POINT (-117.0950601 32.7702865000001)
2021-07-11,Homeless in my alley,True,POINT (-117.058312297 32.766175764)
2021-07-14,"Homeless camp, litter, urine smell",True,POINT (-117.153455238 32.748221904)
2021-07-21,"Ya know, I really don?t know what to say. I?ve reported this at least four times, it?s been investigated but the mess doesn?t get cleaned up and the homeless Just keep coming back!",True,POINT (-117.184203605 32.7403765760001)
2021-07-11,Dusty Rhodes park is full of vagrants camping and their trash. Please help the folks who own/rent in OB to get their park back,True,POINT (-117.241442902 32.751400236)
2021-07-14,Homeless encampment on sidewalk,True,POINT (-117.093448837 32.751382327)
2021-07-21,Encampment,True,POINT (-117.234558147 32.771723335)
2021-07-14,Homeless encampment,True,POINT (-117.179794507 32.744625139)
2021-07-11,Canyon encampment,True,POINT (-117.101311795 32.758000855)
2021-07-14,"Homeless encampment on MLK Bike path South side of Gaslamp Hilton , individuals blocking bike path access with belongings , individuals are camping here on a daily basis with no enforcement , need removal of individuals and property from San Diego polici",True,POINT (-117.161642822 32.707814026)
2021-07-21,Encampment next to model boat pond.,True,POINT (-117.235930862 32.7730131590001)
2021-07-11,Encampment fire hazard Aldine drive douth side of road just west of Fairmount overpass,True,POINT (-117.097691615 32.7627200580001)
2021-07-21,Encampment on Vacation Isle,True,POINT (-117.23800271 32.7714349670001)
2021-07-14,Usual encampment. Please relocate to shelter and clear all stuff and trash.,True,POINT (-117.160252659 32.7260053360001)
2021-07-21,White tent on north side of basketball court  homeless encampment,True,POINT (-117.060166031 32.763305255)
2021-07-11,Homeless encampment on the Howard Avenue/Orange Avenue bridge in North Park,True,POINT (-117.124427196 32.7537439330001)
2021-07-21,Homeless encampment in clay park near ping pong table  alcohol and smoking present  group has debris wall over the ground  possession of shopping carts,True,POINT (-117.061050281 32.762494503)
2021-07-11,Encampmen,True,POINT (-117.124143094 32.7535988650001)
2021-07-14,Illegal encampment,True,POINT (-117.243888974 32.770000332)
2021-07-21,Encampment,True,POINT (-117.122954187 32.7486081920001)
2021-07-11,"This problem continues to be a problem.  More and more people are coming to this bridge to camp out, everyday a new vehicle arrives.  The U-Haul with Arizona plates arrived about two weeks ago and hasn't moved.  I was riding my bike and I was almost hung",True,POINT (-117.1245247 32.7537522000001)
2021-07-14,I am reporting that there have been many transient camps on C St. between ninth and 10th Ave. They are cleared away and return immediately. There's drug use in the area. They defecate on the street. They block sidewalk access. This area is becoming unsaf,True,POINT (-117.156266234 32.716806391)
2021-07-21,Encampment is at bridge leading to City View apartments,True,POINT (-117.1489479 32.7141924000001)
2021-07-11,Homeless in our courtyard,True,POINT (-117.250037615 32.796334452)
2021-07-21,We have 3 homeless people using our building as a public bathroom. The haz-mat can be found next to the dumpster on Hensley and Imperial,True,POINT (-117.13465118 32.70653915)
2021-07-14,Encampment and Tresspassing,True,POINT (-117.159207611 32.7397814490001)
2021-07-21,Camper/RV with expired plates. Known drug dealers,True,POINT (-117.03878197 32.7122140000001)
2021-07-11,Homeless encampment in alley at 4504 Lucille dr in Talmadge. It?s very large and they?re lighting dangerous campfires at night.,True,POINT (-117.095045937 32.770753824)
2021-07-14,Homeless guy.  Needs help?  Wanders around aimlessly.  See him around here a few times now,True,POINT (-117.10653238 32.7633068070001)
2021-07-21,"Fish, Kimberly Encampment (aka mama bear)",True,POINT (-117.254312556 32.7467289960001)
2021-07-21,"Transient camps are all over this parking lot still.  RVs, cars, tents are being lived in. There is human waste, filth, open drinking and drug use frequently",True,POINT (-117.250779292 32.893343784)
2021-07-14,Homeless RV Camp by School,True,POINT (-117.142738155 32.7684095380001)
2021-07-11,There is a homeless encampment on the bicycle path across the street from the convention center cross streets are cayenne third,True,POINT (-117.161460333 32.7082080770001)
2021-07-21,Encampment,True,POINT (-117.140976973 32.9133152960001)
2021-07-14,Homeless encampment on sidewalk,True,POINT (-117.09331383 32.74965)
2021-07-11,Illegal parked white Prius on private property camping and littering at 4100/4200 collwood lane,True,POINT (-117.082300089 32.7612231730001)
2021-07-21,Several groupings of homeless and their items thru out clay park,True,POINT (-117.060142119 32.7630048460001)
2021-07-21,Encampment,True,POINT (-117.06124951 32.7625144350001)
2021-07-14,Homeless encampment,True,POINT (-117.137137907 32.8973084640001)
2021-07-11,Camping in vehicle on street and in private property,True,POINT (-117.08329692 32.7629509970001)
2021-07-11,Homeless encampment,True,POINT (-117.126087544 32.748227854)
2021-07-21,Another encampment has appeared on Newton Avenue. There seems to be a couple of tents. This street is designated live/work spaces so no encampments should be present. Thank you to the Police Officers and Alpha Project workers who keep this neighborhood s,True,POINT (-117.1503035 32.7033629000001)
2021-07-14,Campers in vehicle in residential neighborhood on Upas Street at Mississippi,True,POINT (-117.141021757 32.740959498)
2021-07-11,Homeless camped at beach,True,POINT (-117.252941678 32.772624803)
2021-07-14,ENCAMPMENT FIRE //// RP IS SDFD /// NO CONTACT NEEDED....,True,POINT (-117.1767565 32.7368754)
2021-07-21,Homeless encampment,True,POINT (-117.16311229 32.757292852)
2021-07-11,Vagrant encampment on Hawthorn under I-5.  Please relocate and clear trash.,True,POINT (-117.167350476 32.727063876)
2021-07-14,"Encampment with large gas canisters and 8? couch, tents, furniture and tents harassing passers by and in right of way",True,POINT (-117.252557165 32.7488665000001)
2021-07-21,Encampment,True,POINT (-117.117773997 32.916891693)
2021-07-11,"Encampments, bikes, junk, trash on 2nd Ave bridge between Elm and Cedar. Please relocate these folks to shelter and clear trash and stuff.",True,POINT (-117.162914019 32.7231371180001)
2021-07-14,"Homeless encampments are present on both sides of Shawline St. I am one of the property managers for the plaza. A letter of agency is filed for the Gateway at Kearny Mesa center. These individuals have defied security requests to leave, due to being so c",True,POINT (-117.163856551 32.830982025)
2021-07-21,Abandoned broken vehicles  getting used and abused by the homeless.,True,POINT (-117.127409354 32.712826421)
2021-07-21,There are homeless setting up a house and it's hard to safely get my wheelchair past it.,True,POINT (-117.1525645 32.8215670000001)
2021-07-14,Encampment - this guy has been living at this picnic table for almost THREE WEEKS! He has been reported multiple times yet he is still allowed to live here. SDPD approached the camp on 7/16 but only spoke to the other person present and did not ticket th,True,POINT (-117.252228192 32.750335304)
2021-07-21,Abandond campsite on beach by water bar,True,POINT (-117.255936003 32.7938339200001)
2021-07-14,Occupied dirty box van homeless  people living in,True,POINT (-117.153430431 32.7461553360001)
2021-07-11,Encampment and trash at Kelly street park,True,POINT (-117.17631843 32.7820590790001)
2021-07-14,"Encampments at fire pit for several weeks - Mama Bear now has a tent sitting on the beach (3 days so far), and another fire pit has had a camp for weeks. These areas are meant for the reaidents and public to enjoy, but these aggressive, disrespectful add",True,POINT (-117.252516861 32.7502853120001)
2021-07-11,Homeless belongings  and trash on DMV property,True,POINT (-117.18240442 32.823297241)
2021-07-14,REF.  SDPD  NEIGHBORHHOOD. /  ENV SERV DEPT. -  ENCAMPMENT ON SHORELINE. -  PLAYA III. WEST END. -  MISSION BAY.  -  MALE AND FEMALE. -  CAMPING FOR DAYS. -  LIFEGUARD REPORTED. -  REQUEST HELP. -  PREVIOUSLY WARNED -  NO COMPLIANCE. -  R27 619-517-3213/,True,POINT (-117.21127 32.783046)
2021-07-11,"Numerous tents, encampment set ups, and trash throughout the park and ride parking lot and bush/tree areas.",True,POINT (-117.1182094 32.9176348)
2021-07-21,The SDPD just cleared an encampment at Clay Park. A huge group of people have set right back up.,True,POINT (-117.059445126 32.762507898)
2021-07-14,REF.  SDPD. NEIGHBORHHOOD. /  ENV SERV DEPT. -  ENCAMPMENT ON SHORELINE. -  PLAYA III. MISSION BAY. -  NOTIFIED MALE HOMELESS - NO COMPLIANCE. -  LIFEGUARD REPORTED. -  REQUEST HELP. -  R27 619-516-3213/,True,POINT (-117.211265 32.783074)
2021-07-11,"Drunken, stoned homeless people are back in front of the navy pier/Midway parklot.",True,POINT (-117.173049487 32.714283445)
2021-07-21,Camping trailer parked with people staying long term.   People in trailer trying tiointimidate and scare people living in neighborhood,True,POINT (-117.231201219 32.72404842)
2021-07-11,Tents blocking sidewalk,True,POINT (-117.147536238 32.710425628)
2021-07-21,Large encampment on south side wall of Searsucker impeding walkway access and growing in size little by little,True,POINT (-117.159956946 32.711614739)
2021-07-14,REF.  SDPD NEIGHBORHOOD. /  ENV SERV DEPT. -  HOMELESS ENCAMPMENT. -  MALE CAUCASIAN. -  INFORMED HIM TO CLEAN UP -  NO COMPLIANCE. -  LIVING IN PARK. -  CITIZENS COMPLAINING. -  PLAYA  III PARK MISSION BAY. -  1 OF 5 ENCAMPMENTS IN AREA. -  REQUEST HELP,True,POINT (-117.211997 32.7820990000001)
2021-07-11,Open space encampment,True,POINT (-117.148092142 32.7102813010001)
2021-07-11,Large tent encampment surrounding building,True,POINT (-117.1578042 32.7138012)
2021-07-21,"Meth-heads camping along the road in a public neighborhood.  3 occupants in a trailer hooked up to a silver Chev. Suburban, are yelling at people when they walk their dogs near the vehicle and trailer.  Trash is now in street.",True,POINT (-117.2314065 32.7241625)
2021-07-14,REF.  SDPD. NEIGHBORHOOD.  /  ENV SERV DEPT. -  PLAYA III. -   HOMELESS MAN LIVING IN PARK. -  MAKES A MESS. -  MALE CAUCASIAN. -  SPOKE TO HIM TO KEEP AREA CLEAN AND NOT TAKE UP ALL HANDICAP PARKING  -  MINIMAL COMPLIANCE. -  CITIZENS COMPLAINING. -  SE,True,POINT (-117.211954 32.782039)
2021-07-11,Encampment ADA BLOCKED,True,POINT (-117.147099222 32.710494942)
2021-07-14,Can you please block this cornerso these homeless that are going to bathroom in public and trashing our streets. This homeless our making this city awful and unsafe. Where are our tax dollars going. These homeless people need to permanently removed from,True,POINT (-117.152608337 32.7105043220001)
2021-07-11,"Encampment making me feel unsafe to enter my residence, being solicited to buy drugs",True,POINT (-117.146951554 32.710824447)
2021-07-14,Homeless urinating & camped,True,POINT (-117.101189755 32.738704022)
2021-07-14,Encampment at River Walk Robb Field,True,POINT (-117.239453288 32.7557784910001)
2021-07-22,Homeless encampment   Group stayed overnight in the ping pong area  smoking present   Still laying down on tarps,True,POINT (-117.060936145 32.7625150810001)
2021-07-14,Encampment,True,POINT (-117.200981155 32.7506027950001)
2021-07-11,"Homeless encampment, people have their chairs, showers and they?re harassing members of the tennis club",True,POINT (-117.218872 32.8023464)
2021-07-14,"Homeless encampment in the fenced off parking garage in the alley on olney and garnet. Police shut this down a few months ago and fenced it off, but someone cut a hole in the fence and they are all back. Screaming all night, disturbing neighbors and burn",True,POINT (-117.23005874 32.801583876)
2021-07-11,Encampment in alley way,True,POINT (-117.058515174 32.7660945150001)
2021-07-22,Encampment,True,POINT (-117.23454513 32.799698864)
2021-07-11,Homeless people encamped in parking lot.,True,POINT (-117.2196205 32.8006817)
2021-07-22,Translated: Homeless,True,POINT (-117.171357349 32.7851064160001)
